"Frequency","Word","Sentence"
6,espiar,"La señora Dursley era delgada, rubia y tenía un cuello casi el doble de largo de lo habitual, lo que"
6,taburete,"Un centenar de duendes estaban sentados en altos taburetes, detrás de un largo mostrador, escribiend"
6,amiga,—¿Y qué me dices de tu amiga.
6,equivocado,¡Qué equivocado estaba.
6,esquivar,Harry esquivó el golpe y fue a buscar la correspondencia.
6,colmillo,"Raíces secas y polvos brillantes llenaban las paredes, y manojos de plumas e hileras de colmillos y "
6,larga,"Algunas veces, cuando forzaba su memoria durante las largas horas que pasaba en su alacena, tenía un"
6,tapar,"Una niña de rostro rosado y trenzas rubias salió de la fila, se puso el sombrero, que la tapó hasta "
6,abrazar,Y el anciano abrazó al señor Dursley y se alejó.
6,útil,"La señora Dursley era delgada, rubia y tenía un cuello casi el doble de largo de lo habitual, lo que"
6,sujetar,"Era el que, habitualmente, sujetaba los brazos de los chicos detrás de la espalda mientras Dudley le"
6,vete,—Vete a tu alacena.
6,trozo,"Ella y tío Vernon se acostaron en una cama llena de bultos en la habitación contigua, y Harry tuvo q"
6,hola,—Hola —dijo el muchacho—.
6,explicar él,"Dumbledore, ¿de verdad cree que puede explicarlo todo en una carta."
6,pantalón,"Los muchachos de Smeltings llevaban frac granate, pantalones bombachos de color naranja y sombrero d"
6,seteciento,"Es sobre lo-que-usted-sabe, en la cámara setecientos trece."
6,silbar,"Bajó el paraguas, que silbó en el aire, para apuntar a Dudley."
6,escarlata,"Delante de las puertas de bronce pulido, con un uniforme escarlata y dorado, había."
6,sábana,Dudley y Harry compartieron una habitación con camas gemelas y sábanas húmedas y gastadas.
6,relámpago,"Bajo una mata de pelo negro azabache, sobre la frente, pudieron ver una cicatriz con una forma curio"
6,patil,"Después unas gemelas, Patil y Patil."
6,mover él,El tren comenzó a moverse.
6,aclarar,Se aclaró la garganta con nerviosismo.
6,severo,Sólo le dirigió una mirada severa.
6,ballesta,Una ballesta y un par de botas de goma estaban junto a la puerta delantera.
6,hechizar,—Estaba tratando de averiguar cómo hechizar a Dudley.
6,acostumbrado,"Estaba acostumbrado a las arañas, porque la alacena que había debajo de las escaleras estaba llena d"
6,cansado,"En una ocasión, tía Petunia, cansada de que Harry volviera de la peluquería como si no hubiera ido, "
6,burlar,—se burló Malfoy.
6,derecha,"Harry observó al duende que tenía a la derecha, que pesaba unos rubíes tan grandes como brasas."
6,permitido,"bien, no me está permitido hacer magia, hablando estrictamente."
6,doblar,Hagrid dobló el periódico y subieron los escalones de piedra hacia la calle.
6,escondido,"Veinticuatro cartas para Harry entraron en la casa, escondidas entre dos docenas de huevos que un mu"
6,apretado,"Dudley permaneció con la nariz apretada contra el vidrio, contemplando la brillante espiral marrón."
6,parpadear,El señor Dursley parpadeó y contempló al gato.
6,hechicería,Sacó la carta y leyó:    COLEGIO HOGWARTS  DE MAGIA Y HECHICERÍA  Director: Albus Dumbledore (Orden 
6,duelo,"Para Jessica, a quien le gustan las historias,  para Anne, a quien también le gustaban,  y para Di, "
6,vaciar,"—La tengo por aquí —dijo Hagrid, y comenzó a vaciar sus bolsillos sobre el mostrador, desparramando "
6,odiar,"Todos sabían que el grupo de Dudley odiaba a aquel extraño Harry Potter, con su ropa vieja y holgada"
6,clavar,"Sus ojos se clavaron en el hogar apagado, con las bolsas de patatas fritas arrugadas, y dejó escapar"
6,pasar él,"Pero vas a pasarlo muy bien en Hogwarts, yo lo hice y, en realidad, todavía lo hago."
6,vol,"Durante once años he intentado persuadir a la gente para que lo llamara por su verdadero nombre, Vol"
6,jurar,"Mientras la serpiente se deslizaba ante él, Harry habría podido jurar que una voz baja y sibilante d"
6,seleccionador,"Para Jessica, a quien le gustan las historias,  para Anne, a quien también le gustaban,  y para Di, "
6,susurro,"Veinte minutos más tarde, salieron del Emporio del Búho, que era oscuro y estaba lleno de ojos brill"
6,agradable,Dicen que encontró vampiros en la Selva Negra y que tuvo un desagradable problema con una hechicera.
6,balancear,"Un viejo desdentado se acercó a ellos, señalando un viejo bote de remos que se balanceaba en el agua"
6,acostado,"Mucho más tarde, Harry estaba acostado en su alacena oscura, deseando tener un reloj."
6,utilizar él,para utilizarlos.
6,maravilloso,"Le sirvió las salchichas a Harry, el cual estaba tan hambriento que pensó que nunca había probado al"
6,apoyar,"Todos lo contemplaron mientras se acercaba al profesor Dumbledore, se apoyaba sobre la mesa y jadeab"
6,lástima,"—Sin embargo, me parece una lástima tener que remar —dijo Hagrid, dirigiendo a Harry una mirada de s"
6,silenciosamente,"Un hombre apareció en la esquina que el gato había estado observando, y lo hizo tan súbita y silenci"
6,alejar él,"Los Dursley compraron a Dudley y a Piers unos grandes helados de chocolate en la entrada, y luego, c"
6,prevenir,—Debes tener cuidado con ésas —lo previno Ron—.
6,veneno,Dudley y Piers querían ver las gigantescas cobras venenosas y las gruesas pitones que estrujaban a l
6,trasero,"Por lo que Harry había visto, la serpiente no había hecho más que darles un golpe juguetón en los pi"
6,creer él,"Era evidente que, fuera lo que fuese «aquello que todos decían», no iba a creerlo hasta que Dumbledo"
6,seto,"Una brisa agitó los pulcros setos de Privet Drive, que se disponían silenciosos y ordenados bajo un "
6,rígido,"Los muchachos de Smeltings llevaban frac granate, pantalones bombachos de color naranja y sombrero d"
6,fijamente,Harry la miró fijamente.
6,lío,¡Vais a meteros en líos antes de que lleguemos.
6,diablo,"—No —dijo de nuevo Harry, preguntándose qué diablos sería el quidditch."
6,noruego,"Para Jessica, a quien le gustan las historias,  para Anne, a quien también le gustaban,  y para Di, "
6,quedar yo,"¡Y luego, como si fuera poco, hubo esa explosión y nosotros tuvimos que quedarnos contigo."
6,animar,"No se sabía en quién confiar, uno no se animaba a hacerse amigo de magos o brujas desconocidos."
6,pelear,"También llevaban bastones con nudos, que utilizaban para pelearse cuando los profesores no los veían"
6,cubierto,La mesa estaba casi cubierta por los regalos de cumpleaños de Dudley.
6,escalón,Hagrid dobló el periódico y subieron los escalones de piedra hacia la calle.
6,palmada,Dumbledore se acercó y le dio una palmada en la espalda.
6,déjame,—¡Déjame verla.
6,manga,"Hagrid se secó las lágrimas con la manga de la chaqueta, se subió a la moto y accionó con el pie la "
6,comentar,—Oh —comentó—.
6,salida,"Pese a que los búhos habitualmente cazan durante la noche y es muy difícil verlos a la luz del día, "
6,trofeo,"Nos encontraremos en el salón de los trofeos, nunca se cierra con llave."
6,cross,"El uno de septiembre, en King’s Cross."
6,tribuna,"Había cientos de asientos en tribunas que se elevaban alrededor del terreno de juego, para que los e"
6,gimeír,"Cuando los dos negaron con la cabeza, gimió."
6,esmeralda,"Vamos, uno era incluso mayor que él, ¡y vestía una capa verde esmeralda."
6,chispa,"La levantó sobre su cabeza, la hizo bajar silbando por el aire polvoriento, y una corriente de chisp"
6,fénix,"Utilizamos pelos de unicornio, plumas de cola de fénix y nervios de corazón de dragón."
6,torcido,"Sus ojos azules eran claros, brillantes y centelleaban detrás de unas gafas de cristales de media lu"
6,excitado,"Cuchicheaban entre sí, muy excitados."
6,has,¡Hasta los muggles como usted deberían celebrar este feliz día.
6,gol,"Llevaba gafas redondas siempre pegadas con cinta adhesiva, consecuencia de todas las veces que Dudle"
6,horror,"La boca de Dudley se abrió con horror, pero el corazón de Harry dio un salto."
6,televisión,"Podría ver lo que quisiera en la televisión, para variar, y tal vez incluso hasta jugaría con el ord"
6,envolver,En sus enormes brazos musculosos sostenía un bulto envuelto en mantas.
6,estómago,"Se estremecía y daba vueltas, tratando de ponerse cómodo, con el estómago rugiendo de hambre."
6,taquilla,"Se preguntó si debería sacar su varita y comenzar a golpear la taquilla, entre los andenes nueve y d"
6,título,"Hermione sacó una lista de títulos y temas que había decidido investigar, mientras Ron se paseaba en"
6,mostrador,Tengo como cien de éstas en el mostrador de entrada.
6,gruñido,Otro gruñido.
5,decapitado,¡Usted es Nick Casi Decapitado.
5,dulce,Es una clase de dulces de los muggles que me gusta mucho.
5,prohibida,Harry se acercó a la Sección Prohibida.
5,bronce,—Esas pequeñas de bronce.
5,ridgeback,"Para Jessica, a quien le gustan las historias,  para Anne, a quien también le gustaban,  y para Di, "
5,garrote,"Llevaba un enorme garrote de madera que arrastraba por el suelo, porque sus brazos eran muy largos."
5,tengas,—Que tengas un buen curso —dijo tío Vernon con una sonrisa aún más torva.
5,asustado,¿Nunca haces que sucedan cosas cuando estás asustado o enfadado.
5,elixir,"También produce el Elixir de la Vida, que hace inmortal al que lo bebe."
5,banquete,"El banquete de comienzo de año se celebrará dentro de poco, pero antes de que ocupéis vuestros lugar"
5,despertar él,"Harry Potter se dio la vuelta entre las mantas, sin despertarse."
5,primo,"Una mano pequeña se cerró sobre la carta y el niño siguió durmiendo, sin saber que era famoso, sin s"
5,cuántos,¿Cuántas veces se habían quejado de lo que les costaba mantener a Harry.
5,mirando él,"—gritó Dedalus Diggle, mirándolos a todos—."
5,herbología,"Tres veces por semana iban a los invernaderos de detrás del castillo a estudiar Herbología, con una "
5,empuñar,Hagrid empuñó su paraguas y lo blandió sobre su cabeza.
5,ginny,"—No tienes edad suficiente, Ginny."
5,ratón,"Tío Vernon hizo otro ruido extraño, como un ratón al pisarlo."
5,corpulento,"Era un hombre corpulento y rollizo, casi sin cuello, aunque con un bigote inmenso."
5,daño,Subieron por los peldaños delanteros y después por la escalera de mármol.
5,sombrío,Cuando el señor y la señora Dursley se despertaron el sombrío y gris martes en el que nuestra histor
5,tinta,No podría encontrar a gente más distinta de nosotros.
5,pañuelo,"La profesora McGonagall sacó un pañuelo con puntilla y se lo pasó por los ojos, por detrás de las ga"
5,tostada,Al día siguiente desayunaron copos de trigo rancios y tomates de lata fríos sobre tostadas.
5,estéis,"Quiero que estéis aquí dentro de cinco minutos, listos para irnos."
5,espeso,Detrás de la barba enmarañada y las espesas cejas había una sonrisa muy bondadosa.
5,vestuario,"Mientras tanto, en los vestuarios, Harry y el resto del equipo estaban cambiándose para ponerse las "
5,lomo,"Con la extraña sensación de que sus piernas se habían vuelto de plomo, Harry se puso detrás de un ch"
5,lazo,¡Es un lazo del diablo.
5,rótulo,"Mientras el señor Dursley daba la vuelta a la esquina y subía por la calle, observó al gato por el e"
5,bramar,—bramó como saludo matinal.
5,orgullo,"Para Jessica, a quien le gustan las historias,  para Anne, a quien también le gustaban,  y para Di, "
5,encantamientos,"El profesor Flitwick, el de la clase de Encantamientos, era un brujo diminuto que tenía que subirse "
5,misterioso,"Eran las últimas personas que se esperaría encontrar relacionadas con algo extraño o misterioso, por"
5,diggle,Seguro que ha sido Dedalus Diggle.
5,abuelo,Mi tío abuelo Algie trataba de pillarme desprevenido y forzarme a que saliera algo de magia de mí.
5,doblado,"Neville estaba doblado en dos, respirando con dificultad."
5,marge,"—Querido, no has contado el regalo de tía Marge."
5,puntilla,"La profesora McGonagall sacó un pañuelo con puntilla y se lo pasó por los ojos, por detrás de las ga"
5,asustar,¿Nunca haces que sucedan cosas cuando estás asustado o enfadado.
5,ceñudo,"—Eso creo —dijo Percy, mirando ceñudo a Dumbledore—."
5,flexible,Flexible.
5,bata,"Se pusieron las batas, cogieron sus varitas y se lanzaron a través del dormitorio de la torre."
5,cállate,—Cállate —dijo Ron.
5,soga,"Pasando con cuidado sobre la soga que separaba aquellos libros de los demás, Harry levantó la lámpar"
5,ir él,"A las ocho y media, el señor Dursley cogió su maletín, besó a la señora Dursley en la mejilla y trat"
5,ira,Al llegar a la esquina percibió el primer indicio de que sucedía algo raro: un gato estaba mirando u
5,bufó,—bufó.
5,paraguas,Pero en aquel momento Hagrid se levantó del sofá y sacó de su abrigo un paraguas rosado.
5,severus,No pude mirar a la cara a Severus Snape en varias semanas.
5,vamos,"Vamos, uno era incluso mayor que él, ¡y vestía una capa verde esmeralda."
5,maldecir,Peeves tiró la tiza en un cubo y se marchó maldiciendo.
5,petrificado,El señor Dursley se quedó petrificado.
5,anhelante,—dijo Harry en tono anhelante.
5,nervio,"No sabía por qué, pero lo ponían nervioso."
5,horrorizado,"Las luces se encendieron y, horrorizado, Harry se dio cuenta de que aquella cosa fofa y grande era l"
5,calabaza,"En cambio, tenía Grageas Bertie Bott de Todos los Sabores, chicles, ranas de chocolate, empanada de "
5,marcus,"Harry notó que parecía dirigirse especialmente al capitán de Slytherin, Marcus Flint, un muchacho de"
5,pupitre,"Harry y Seamus agitaron y golpearon, pero la pluma que debía volar hasta el techo no se movía del pu"
5,roble,"Roble, cuarenta centímetros y medio, flexible."
5,quejar él,"Le gustaba quejarse de muchas cosas: compañeros de trabajo, Harry, el ayuntamiento, Harry, el banco "
5,bill,Bill y Charlie ya han terminado.
5,saber él,No puedes ir a Hogwarts sin saberlo.
5,paragua,Pero en aquel momento Hagrid se levantó del sofá y sacó de su abrigo un paraguas rosado.
5,pareja,"No se preocupe, encontraremos a su pareja perfecta por aquí, en algún lado."
